Time;Objective;Position
0.669434;0.500000;0.000303
0.869629;0.500000;0.015165
1.074707;0.500000;0.053250
1.274902;0.500000;0.111283
1.475098;0.500000;0.189354
1.679688;0.500000;0.274633
1.879883;0.500000;0.362218
2.081543;0.500000;0.451791
2.284180;0.500000;0.539163
2.484863;0.500000;0.622377
2.688965;0.500000;0.700014
2.889648;0.500000;0.765922
3.089844;0.500000;0.820746
3.294922;0.500000;0.866077
3.500000;0.500000;0.901452
3.703613;0.500000;0.927505
3.908203;0.500000;0.943187
4.109863;0.500000;0.947634
4.313477;0.500000;0.940643
4.520020;0.500000;0.923566
4.723633;0.500000;0.898689
4.923828;0.500000;0.866281
5.124512;0.500000;0.826661
5.324707;0.500000;0.782402
5.538574;0.500000;0.729433
5.744629;0.500000;0.677198
5.944824;0.500000;0.628270
6.147949;0.500000;0.580890
6.349609;0.500000;0.532530
6.553711;0.500000;0.484364
6.764160;0.500000;0.439499
6.964844;0.500000;0.398592
7.165039;0.500000;0.359497
7.365723;0.500000;0.325672
7.575195;0.500000;0.294330
7.779785;0.500000;0.270909
7.979980;0.500000;0.256299
8.189941;0.500000;0.248111
8.394531;0.500000;0.247478
8.594727;0.500000;0.253647
8.809082;0.500000;0.265407
9.009766;0.500000;0.278909
9.209961;0.500000;0.292723
9.410156;0.500000;0.309233
9.614746;0.500000;0.330175
9.814941;0.500000;0.354530
10.020020;0.500000;0.383037
10.224609;0.500000;0.412151
10.428711;0.500000;0.438520
10.635742;0.500000;0.460315
10.839844;0.500000;0.472355
11.044922;0.500000;0.485916
11.249512;0.500000;0.506107
11.449707;0.500000;0.529763
11.649902;0.500000;0.554182
11.854980;0.500000;0.577289
12.059570;0.500000;0.596739
12.265137;0.500000;0.610064
12.469727;0.500000;0.617315
12.669922;0.500000;0.619584
12.871582;0.500000;0.620617
13.074707;0.500000;0.619848
13.279785;0.500000;0.616982
13.479980;0.500000;0.610607
13.684570;0.500000;0.599026
13.884766;0.500000;0.586853
14.088867;0.500000;0.574761
14.290039;0.500000;0.564377
14.494629;0.500000;0.554486
14.694824;0.500000;0.547046
14.898438;0.500000;0.540081
15.100098;0.500000;0.532573
15.300293;0.500000;0.522612
15.504883;0.500000;0.512639
15.705078;0.500000;0.504803
15.909668;0.500000;0.497953
16.109863;0.500000;0.492747
16.314941;0.500000;0.490873
16.515137;0.500000;0.488015
16.717773;0.500000;0.482393
16.919922;0.500000;0.475849
17.125000;0.500000;0.470135
17.327148;0.500000;0.467257
17.529785;0.500000;0.467375
17.733398;0.500000;0.474007
17.935059;0.500000;0.482488
18.139648;0.500000;0.489216
18.339844;0.500000;0.493694
18.544434;0.500000;0.495439
18.749023;0.500000;0.495656
18.953613;0.500000;0.497182
19.154785;0.500000;0.501463
19.359863;0.500000;0.506197
19.560059;0.500000;0.510374
19.764648;0.500000;0.514305
19.974609;0.500000;0.515482
20.174805;0.500000;0.514045
20.379395;0.500000;0.513120
20.583984;0.500000;0.511927
20.788574;0.500000;0.509505
20.993164;0.500000;0.504853
21.194824;0.500000;0.499926
21.395020;0.500000;0.495468
21.597656;0.500000;0.493561
21.798828;0.500000;0.493351
21.999512;0.500000;0.491849
22.199707;0.500000;0.491829
22.399902;0.500000;0.490515
22.605957;0.500000;0.488154
22.814453;0.500000;0.488688
23.014648;0.500000;0.491834
23.227051;0.500000;0.493336
23.429688;0.500000;0.493844
23.629883;0.500000;0.494179
23.830078;0.500000;0.494739
24.034668;0.500000;0.494092
24.238281;0.500000;0.495667
24.439941;0.500000;0.497783
24.640137;0.500000;0.499618
24.844727;0.500000;0.502665
25.044922;0.500000;0.505559
25.250000;0.500000;0.507343
25.450195;0.500000;0.506633
25.654785;0.500000;0.505655
25.858887;0.500000;0.505283
26.064941;0.500000;0.502800
26.269531;0.500000;0.498402
26.474121;0.500000;0.494078
26.676758;0.500000;0.492557
26.878906;0.500000;0.493872
27.079590;0.500000;0.495794
27.285156;0.500000;0.498215
27.489746;0.500000;0.502121
