Time;Objective;Position
0.967285;0.500000;0.000184
1.169922;0.500000;0.029042
1.370117;0.500000;0.095499
1.580078;0.500000;0.171566
1.780273;0.500000;0.245489
1.985352;0.500000;0.312462
2.185547;0.500000;0.367745
2.390137;0.500000;0.414338
2.619141;0.500000;0.453573
2.820312;0.500000;0.475143
3.020508;0.500000;0.485703
3.225098;0.500000;0.487883
3.426270;0.500000;0.485704
3.630371;0.500000;0.482340
3.830566;0.500000;0.479141
4.035156;0.500000;0.478760
4.239258;0.500000;0.478839
4.445312;0.500000;0.480175
4.645508;0.500000;0.482613
4.850098;0.500000;0.486568
5.050293;0.500000;0.490131
5.255371;0.500000;0.493260
5.455566;0.500000;0.496274
5.660156;0.500000;0.496545
5.861816;0.500000;0.494592
6.065430;0.500000;0.492500
6.269043;0.500000;0.492052
6.480469;0.500000;0.493131
6.685059;0.500000;0.492365
6.885254;0.500000;0.489271
7.090332;0.500000;0.485652
7.293945;0.500000;0.485395
7.495117;0.500000;0.488653
7.695312;0.500000;0.489896
7.900391;0.500000;0.490317
8.100586;0.500000;0.493647
8.303223;0.500000;0.499499
8.503418;0.500000;0.503746
8.705078;0.500000;0.506166
8.909180;0.500000;0.506787
9.110352;0.500000;0.506233
9.310547;0.500000;0.502860
9.515137;0.500000;0.498526
9.720215;0.500000;0.495106
9.924316;0.500000;0.491544
10.125488;0.500000;0.487738
10.330078;0.500000;0.485936
10.530273;0.500000;0.485618
10.735352;0.500000;0.487089
10.935547;0.500000;0.489715
11.144531;0.500000;0.492401
11.348145;0.500000;0.495251
11.550293;0.500000;0.496030
11.754883;0.500000;0.495456
11.959473;0.500000;0.495485
12.160156;0.500000;0.496824
12.360352;0.500000;0.498304
12.560547;0.500000;0.497535
12.765137;0.500000;0.496076
12.965332;0.500000;0.495843
13.170410;0.500000;0.495274
13.370605;0.500000;0.495778
13.575195;0.500000;0.498969
13.775391;0.500000;0.500935
13.980469;0.500000;0.501217
14.181641;0.500000;0.499824
14.385254;0.500000;0.499536
14.585449;0.500000;0.500092
14.790039;0.500000;0.500738
14.990234;0.500000;0.502054
15.195312;0.500000;0.504968
15.395508;0.500000;0.505934
15.600098;0.500000;0.504949
15.800293;0.500000;0.503204
16.004395;0.500000;0.500526
