time, tf_x, tf_y, tf_z, loc_x, loc_y, loc_z, vel_x, vel_y, vel_z, velr_x, velr_y, velr_z, shortDist, control_mode, ttc, joy_x, joy_y, joy_z, joy_yaw, traj_futura
82.86,-1.05942e-07,1.86301e-07,0.03968,-1.05942e-07,1.86301e-07,0.03968,1.02254e-08,-3.35581e-08,-3.37884e-08,1.02254e-08,-3.35581e-08,-3.37884e-08,1000,0,0.5,0,0,0,0,[{82.955:[-1.04919e-07;1.82945e-07;0.03968]}+{83.055:[-1.03897e-07;1.7959e-07;0.03968]}+{83.155:[-1.02874e-07;1.76234e-07;0.03968]}+{83.255:[-1.01851e-07;1.72878e-07;0.03968]}+],
82.86,-1.05942e-07,1.86301e-07,0.03968,-1.05942e-07,1.86301e-07,0.03968,1.02254e-08,-3.35581e-08,-3.37884e-08,1.02254e-08,-3.35581e-08,-3.37884e-08,1000,0,0.5,0,0,0,0,[{82.955:[-1.04919e-07;1.82945e-07;0.03968]}+{83.055:[-1.03897e-07;1.7959e-07;0.03968]}+{83.155:[-1.02874e-07;1.76234e-07;0.03968]}+{83.255:[-1.01851e-07;1.72878e-07;0.03968]}+],
82.865,-1.05942e-07,1.86301e-07,0.03968,-1.05942e-07,1.86301e-07,0.03968,-2.26256e-08,-6.20498e-08,-2.32089e-07,-2.26256e-08,-6.20498e-08,-2.32089e-07,1000,0,0.5,0,0,0,0,[{82.96:[-1.08204e-07;1.80096e-07;0.03968]}+{83.06:[-1.10467e-07;1.73891e-07;0.03968]}+{83.16:[-1.12729e-07;1.67686e-07;0.0396799]}+{83.26:[-1.14992e-07;1.61481e-07;0.0396799]}+],
82.871,-1.05822e-07,1.86243e-07,0.03968,-1.05942e-07,1.86301e-07,0.03968,-2.26256e-08,-6.20498e-08,-2.32089e-07,-2.26256e-08,-6.20498e-08,-2.32089e-07,1000,0,0.5,0,0,0,0,[{82.965:[-1.08204e-07;1.80096e-07;0.03968]}+{83.065:[-1.10467e-07;1.73891e-07;0.03968]}+{83.165:[-1.12729e-07;1.67686e-07;0.0396799]}+{83.265:[-1.14992e-07;1.61481e-07;0.0396799]}+],
82.875,-1.05822e-07,1.86243e-07,0.03968,-1.05942e-07,1.86301e-07,0.03968,7.81748e-08,6.37069e-08,8.9379e-08,7.81748e-08,6.37069e-08,8.9379e-08,1000,0,0.5,0,0,0,0,[{82.97:[-9.81241e-08;1.92672e-07;0.03968]}+{83.07:[-9.03066e-08;1.99043e-07;0.03968]}+{83.17:[-8.24892e-08;2.05413e-07;0.03968]}+{83.27:[-7.46717e-08;2.11784e-07;0.03968]}+],
82.88,-1.05822e-07,1.86243e-07,0.03968,-1.05822e-07,1.86243e-07,0.03968,7.81748e-08,6.37069e-08,8.9379e-08,7.81748e-08,6.37069e-08,8.9379e-08,1000,0,0.5,0,0,0,0,[{82.975:[-9.80045e-08;1.92613e-07;0.03968]}+{83.075:[-9.0187e-08;1.98984e-07;0.03968]}+{83.175:[-8.23695e-08;2.05355e-07;0.03968]}+{83.275:[-7.45521e-08;2.11725e-07;0.03968]}+],
82.885,-1.05822e-07,1.86243e-07,0.03968,-1.05822e-07,1.86243e-07,0.03968,-1.5606e-08,1.13703e-07,-1.53764e-07,-1.5606e-08,1.13703e-07,-1.53764e-07,1000,0,0.5,0,0,0,0,[{82.98:[-1.07383e-07;1.97613e-07;0.03968]}+{83.08:[-1.08943e-07;2.08983e-07;0.03968]}+{83.18:[-1.10504e-07;2.20354e-07;0.03968]}+{83.28:[-1.12064e-07;2.31724e-07;0.03968]}+],
82.89,-1.05488e-07,1.86506e-07,0.03968,-1.05822e-07,1.86243e-07,0.03968,-1.5606e-08,1.13703e-07,-1.53764e-07,-1.5606e-08,1.13703e-07,-1.53764e-07,1000,0,0.5,0,0,0,0,[{82.985:[-1.07383e-07;1.97613e-07;0.03968]}+{83.085:[-1.08943e-07;2.08983e-07;0.03968]}+{83.185:[-1.10504e-07;2.20354e-07;0.03968]}+{83.285:[-1.12064e-07;2.31724e-07;0.03968]}+],
82.895,-1.05488e-07,1.86506e-07,0.03968,-1.05822e-07,1.86243e-07,0.03968,-4.78891e-08,1.22681e-08,-4.38154e-08,-4.78891e-08,1.22681e-08,-4.38154e-08,1000,0,0.5,0,0,0,0,[{82.99:[-1.10611e-07;1.8747e-07;0.03968]}+{83.09:[-1.154e-07;1.88696e-07;0.03968]}+{83.19:[-1.20189e-07;1.89923e-07;0.03968]}+{83.29:[-1.24978e-07;1.9115e-07;0.03968]}+],
82.9,-1.05488e-07,1.86506e-07,0.03968,-1.05488e-07,1.86506e-07,0.03968,-4.78891e-08,1.22681e-08,-4.38154e-08,-4.78891e-08,1.22681e-08,-4.38154e-08,1000,0,0.5,0,0,0,0,[{82.994:[-1.10277e-07;1.87732e-07;0.03968]}+{83.094:[-1.15066e-07;1.88959e-07;0.03968]}+{83.194:[-1.19855e-07;1.90186e-07;0.03968]}+{83.294:[-1.24644e-07;1.91413e-07;0.03968]}+],
82.905,-1.05488e-07,1.86506e-07,0.03968,-1.05488e-07,1.86506e-07,0.03968,4.70388e-08,-3.5378e-09,-7.48456e-08,4.70388e-08,-3.5378e-09,-7.48456e-08,1000,0,0.5,0,0,0,0,[{83:[-1.00784e-07;1.86152e-07;0.03968]}+{83.1:[-9.60806e-08;1.85798e-07;0.03968]}+{83.2:[-9.13767e-08;1.85444e-07;0.03968]}+{83.3:[-8.66728e-08;1.8509e-07;0.03968]}+],
