Time;Objective;Position
0.513672;1.000000;0.000000
0.716309;1.000000;-0.017453
0.919922;1.000000;0.017453
1.121094;1.000000;0.087266
1.325684;1.000000;0.191986
1.525879;1.000000;0.314159
1.730957;1.000000;0.436332
1.931152;1.000000;0.575959
2.135742;1.000000;0.698132
2.335938;1.000000;0.820305
2.540039;1.000000;0.942478
2.745605;1.000000;1.064651
2.945801;1.000000;1.186824
3.150879;1.000000;1.308997
3.364746;1.000000;1.378810
3.570801;1.000000;1.500983
3.775879;1.000000;1.623156
3.976074;1.000000;1.762783
4.179688;1.000000;1.850049
4.380859;1.000000;1.884956
4.585938;1.000000;1.884956
4.786133;1.000000;1.832596
4.989746;1.000000;1.762783
5.190918;1.000000;1.658063
5.395996;1.000000;1.570796
5.600098;1.000000;1.466077
5.805664;1.000000;1.361357
6.009766;1.000000;1.256637
6.209961;1.000000;1.169371
6.410156;1.000000;1.099557
6.615723;1.000000;1.064651
6.815918;1.000000;1.012291
7.017578;1.000000;0.959931
7.223145;1.000000;0.942478
7.425781;1.000000;0.907571
7.630371;1.000000;0.890118
7.831055;1.000000;0.907571
8.035645;1.000000;0.890118
8.237793;1.000000;0.907571
8.438965;1.000000;0.925025
8.639648;1.000000;0.925025
8.839844;1.000000;0.942478
9.040527;1.000000;0.959931
9.244141;1.000000;0.942478
9.451660;1.000000;0.977384
9.655273;1.000000;0.977384
9.859863;1.000000;0.994838
10.068848;1.000000;0.994838
10.270996;1.000000;0.994838
10.474609;1.000000;0.994838
10.676270;1.000000;1.012291
10.880859;1.000000;1.012291
11.081055;1.000000;1.012291
11.285645;1.000000;1.012291
11.490234;1.000000;1.012291
11.692871;1.000000;1.012291
11.898926;1.000000;0.994838
12.100098;1.000000;0.994838
12.304688;1.000000;0.994838
12.511230;1.000000;0.994838
12.714844;1.000000;0.994838
12.916016;1.000000;0.994838
13.118652;1.000000;0.994838
13.329590;1.000000;1.012291
13.530762;1.000000;1.012291
13.730957;1.000000;1.012291
13.935059;1.000000;0.994838
14.136230;1.000000;0.994838
14.340820;1.000000;1.012291
14.544922;1.000000;0.994838
14.750000;1.000000;0.994838
14.950684;1.000000;0.994838
15.154785;1.000000;1.012291
15.355957;1.000000;1.012291
15.556152;1.000000;1.012291
15.756348;1.000000;1.012291
15.960938;1.000000;1.012291
16.161133;1.000000;1.012291
