time, tf_x, tf_y, tf_z, loc_x, loc_y, loc_z, vel_x, vel_y, vel_z, velr_x, velr_y, velr_z, shortDist, control_mode, ttc, joy_x, joy_y, joy_z, joy_yaw, traj_futura
23.624,0.292398,0.0896492,1.1106,0.292398,0.0896492,1.1106,0.0107563,0.0379733,0.00854658,0.010092,0.0381553,0.00854658,1000,0,0.5,0,-0,-0,-0,[{23.72:[0.293474;0.0934466;1.11146]}+{23.82:[0.294549;0.0972439;1.11231]}+{23.92:[0.295625;0.101041;1.11317]}+{24.02:[0.296701;0.104839;1.11402]}+],
23.624,0.292398,0.0896492,1.1106,0.292398,0.0896492,1.1106,0.0107563,0.0379733,0.00854658,0.010092,0.0381553,0.00854658,1000,0,0.5,0,-0,-0,-0,[{23.72:[0.293474;0.0934466;1.11146]}+{23.82:[0.294549;0.0972439;1.11231]}+{23.92:[0.295625;0.101041;1.11317]}+{24.02:[0.296701;0.104839;1.11402]}+],
23.633,0.292745,0.0907927,1.11087,0.292398,0.0896492,1.1106,0.0109671,0.0384823,0.0121438,0.0102938,0.0386679,0.0121438,1000,0,0.5,0,-0,-0,-0,[{23.724:[0.293495;0.0934975;1.11182]}+{23.824:[0.294592;0.0973457;1.11303]}+{23.924:[0.295688;0.101194;1.11425]}+{24.024:[0.296785;0.105042;1.11546]}+],
23.635,0.292745,0.0907927,1.11087,0.292628,0.0904064,1.11085,0.0112558,0.0386657,-0.00216673,0.0105793,0.0388563,-0.00216673,1000,0,0.5,0,-0,-0,-0,[{23.73:[0.293753;0.094273;1.11063]}+{23.83:[0.294879;0.0981396;1.11042]}+{23.93:[0.296004;0.102006;1.1102]}+{24.03:[0.29713;0.105873;1.10998]}+],
23.639,0.292745,0.0907927,1.11087,0.292745,0.0907927,1.11087,0.0112558,0.0386657,-0.00216673,0.0105793,0.0388563,-0.00216673,1000,0,0.5,0,-0,-0,-0,[{23.735:[0.29387;0.0946592;1.11066]}+{23.835:[0.294996;0.0985258;1.11044]}+{23.935:[0.296121;0.102392;1.11022]}+{24.035:[0.297247;0.106259;1.11001]}+],
23.645,0.292866,0.0911792,1.11092,0.292745,0.0907927,1.11087,0.0123194,0.0385268,0.0100729,0.0109673,0.0389333,0.0100729,1000,0,0.5,0,-0,-0,-0,[{23.74:[0.293977;0.0946453;1.11188]}+{23.84:[0.295209;0.098498;1.11289]}+{23.94:[0.29644;0.102351;1.1139]}+{24.04:[0.297672;0.106203;1.1149]}+],
23.65,0.292866,0.0911792,1.11092,0.292866,0.0911792,1.11092,0.0123194,0.0385268,0.0100729,0.0109673,0.0389333,0.0100729,1000,0,0.5,0,-0,-0,-0,[{23.745:[0.294098;0.0950319;1.11193]}+{23.845:[0.29533;0.0988846;1.11293]}+{23.945:[0.296562;0.102737;1.11394]}+{24.045:[0.297794;0.10659;1.11495]}+],
23.654,0.292866,0.0911792,1.11092,0.292866,0.0911792,1.11092,0.0124482,0.0386914,0.00995224,0.0110903,0.0391022,0.00995224,1000,0,0.5,0,-0,-0,-0,[{23.747:[0.294111;0.0950484;1.11191]}+{23.847:[0.295356;0.0989175;1.11291]}+{23.947:[0.296601;0.102787;1.1139]}+{24.047:[0.297846;0.106656;1.1149]}+],
23.659,0.292866,0.0911792,1.11092,0.292866,0.0911792,1.11092,0.0124482,0.0386914,0.00995224,0.0110903,0.0391022,0.00995224,1000,0,0.5,0,-0,-0,-0,[{23.754:[0.294111;0.0950484;1.11191]}+{23.854:[0.295356;0.0989175;1.11291]}+{23.954:[0.296601;0.102787;1.1139]}+{24.054:[0.297846;0.106656;1.1149]}+],
23.664,0.293117,0.0919542,1.11115,0.292866,0.0911792,1.11092,0.0124156,0.0389223,0.0113331,0.0110497,0.0393319,0.0113331,1000,0,0.5,0,-0,-0,-0,[{23.76:[0.294108;0.0950714;1.11205]}+{23.86:[0.295349;0.0989637;1.11319]}+{23.96:[0.296591;0.102856;1.11432]}+{24.06:[0.297833;0.106748;1.11545]}+],
