Time;Objective;Position
0.760742;0.500000;0.002868
0.965332;0.500000;0.142121
1.165527;0.500000;0.313296
1.375488;0.500000;0.515390
1.580078;0.500000;0.679836
1.783691;0.500000;0.789969
1.985352;0.500000;0.860643
2.185547;0.500000;0.901849
2.395508;0.500000;0.924697
2.595703;0.500000;0.940472
2.800293;0.500000;0.956102
3.004883;0.500000;0.965625
3.210449;0.500000;0.962171
3.420410;0.500000;0.952009
3.620605;0.500000;0.939413
3.825195;0.500000;0.931071
4.030273;0.500000;0.921026
4.235352;0.500000;0.909849
4.440430;0.500000;0.898578
4.640625;0.500000;0.887017
4.845215;0.500000;0.875105
5.045410;0.500000;0.862030
5.251465;0.500000;0.844208
5.456543;0.500000;0.819277
5.660156;0.500000;0.793126
5.860352;0.500000;0.762911
6.065430;0.500000;0.733337
6.270020;0.500000;0.704961
6.475586;0.500000;0.671833
6.679199;0.500000;0.638562
6.880371;0.500000;0.605200
7.083984;0.500000;0.571095
7.287598;0.500000;0.538992
7.490234;0.500000;0.505191
7.690430;0.500000;0.470458
7.891113;0.500000;0.432732
8.095215;0.500000;0.395769
8.300293;0.500000;0.362754
8.500488;0.500000;0.330323
8.705078;0.500000;0.297289
8.905273;0.500000;0.267380
9.108398;0.500000;0.244029
9.317383;0.500000;0.218435
9.520508;0.500000;0.193916
9.720703;0.500000;0.173481
9.925293;0.500000;0.154171
10.128906;0.500000;0.140857
10.334473;0.500000;0.128744
10.560059;0.500000;0.122168
10.760254;0.500000;0.123863
10.960449;0.500000;0.128414
11.165527;0.500000;0.136505
11.370117;0.500000;0.144722
11.570312;0.500000;0.152595
11.770508;0.500000;0.162885
11.974121;0.500000;0.179626
12.175781;0.500000;0.191273
12.380371;0.500000;0.197923
12.588379;0.500000;0.208983
12.794434;0.500000;0.220716
12.995117;0.500000;0.233425
13.199707;0.500000;0.246003
13.400391;0.500000;0.256812
13.600586;0.500000;0.269210
13.801270;0.500000;0.287472
14.005371;0.500000;0.306107
14.208984;0.500000;0.324290
14.410645;0.500000;0.343367
14.614258;0.500000;0.367096
14.815430;0.500000;0.394342
15.020020;0.500000;0.416026
15.220215;0.500000;0.433693
15.425293;0.500000;0.446220
15.629395;0.500000;0.462870
15.835449;0.500000;0.480906
16.039062;0.500000;0.498592
16.245605;0.500000;0.514205
16.450195;0.500000;0.530859
16.650391;0.500000;0.549737
16.855469;0.500000;0.566990
17.055664;0.500000;0.580952
17.260254;0.500000;0.591947
17.462402;0.500000;0.600883
17.663086;0.500000;0.610516
17.864258;0.500000;0.617108
18.065918;0.500000;0.621551
18.267090;0.500000;0.625864
18.470215;0.500000;0.633647
18.670410;0.500000;0.641569
18.880371;0.500000;0.646074
19.080566;0.500000;0.652928
19.280762;0.500000;0.655630
19.485352;0.500000;0.657437
19.685547;0.500000;0.658244
19.890137;0.500000;0.663072
20.090332;0.500000;0.670374
20.294434;0.500000;0.681813
20.495605;0.500000;0.686314
20.699219;0.500000;0.686786
20.905273;0.500000;0.684544
21.105469;0.500000;0.685998
21.310059;0.500000;0.689910
21.510254;0.500000;0.696157
21.715332;0.500000;0.697689
21.915527;0.500000;0.698183
22.120117;0.500000;0.698589
22.320312;0.500000;0.699511
22.520508;0.500000;0.698679
22.725098;0.500000;0.697680
