time, tf_x, tf_y, tf_z, loc_x, loc_y, loc_z, vel_x, vel_y, vel_z, velr_x, velr_y, velr_z, traj
34.22,0.449213,-3.24309,2.14148,0.435024,-3.23927,2.06739,0.898258,0.00572664,0.0119911,0.898258,0.00551649,0.0120892,[[34.315:[0.52485;-3.2387;2.06859]]+[34.415:[0.614676;-3.23812;2.06979]]+[34.515:[0.704502;-3.23755;2.07099]]+[34.615:[0.794327;-3.23698;2.07219]]+[34.715:[0.884153;-3.23641;2.07339]]+[34.815:[0.973979;-3.23583;2.07459]]+[34.915:[1.0638;-3.23526;2.07579]]+[35.015:[1.15363;-3.23469;2.07699]]+[35.115:[1.24346;-3.23411;2.07819]]+],
34.32,0.548433,-3.24,2.14314,0.525323,-3.23736,2.06896,0.906539,0.029041,0.0229561,0.906539,0.028636,0.0234594,[[34.415:[0.615977;-3.23446;2.07126]]+[34.515:[0.706631;-3.23155;2.07355]]+[34.615:[0.797285;-3.22865;2.07585]]+[34.715:[0.887939;-3.22575;2.07814]]+[34.815:[0.978593;-3.22284;2.08044]]+[34.915:[1.06925;-3.21994;2.08273]]+[35.015:[1.1599;-3.21703;2.08503]]+[35.115:[1.25055;-3.21413;2.08733]]+[35.215:[1.34121;-3.21123;2.08962]]+],
34.42,0.648732,-3.23424,2.14542,0.620199,-3.23321,2.071,0.917339,0.0509048,0.0353322,0.917339,0.0502804,0.0362152,[[34.519:[0.711933;-3.22811;2.07453]]+[34.619:[0.803667;-3.22302;2.07806]]+[34.719:[0.895401;-3.21793;2.0816]]+[34.819:[0.987135;-3.21284;2.08513]]+[34.919:[1.07887;-3.20775;2.08866]]+[35.019:[1.1706;-3.20266;2.0922]]+[35.119:[1.26234;-3.19757;2.09573]]+[35.219:[1.35407;-3.19248;2.09926]]+[35.319:[1.4458;-3.18739;2.10279]]+],
34.52,0.713241,-3.22913,2.14739,0.706108,-3.22731,2.07332,0.928601,0.076639,0.0222369,0.928601,0.0758162,0.024898,[[34.612:[0.798968;-3.21965;2.07555]]+[34.712:[0.891828;-3.21198;2.07777]]+[34.812:[0.984688;-3.20432;2.08]]+[34.912:[1.07755;-3.19665;2.08222]]+[35.012:[1.17041;-3.18899;2.08444]]+[35.112:[1.26327;-3.18133;2.08667]]+[35.212:[1.35613;-3.17366;2.08889]]+[35.312:[1.44899;-3.166;2.09111]]+[35.412:[1.54185;-3.15834;2.09334]]+],
34.62,0.815656,-3.21752,2.15052,0.802337,-3.21682,2.07592,0.936613,0.122966,0.0146672,0.936613,0.122379,0.0189497,[[34.715:[0.895998;-3.20452;2.07739]]+[34.815:[0.98966;-3.19222;2.07886]]+[34.915:[1.08332;-3.17993;2.08032]]+[35.015:[1.17698;-3.16763;2.08179]]+[35.115:[1.27064;-3.15533;2.08326]]+[35.215:[1.36431;-3.14304;2.08472]]+[35.315:[1.45797;-3.13074;2.08619]]+[35.415:[1.55163;-3.11844;2.08766]]+[35.515:[1.64529;-3.10615;2.08912]]+],
34.721,0.9094,-3.20194,2.15255,0.895481,-3.20182,2.07746,0.944573,0.174131,0.0109342,0.944573,0.173643,0.0170046,[[34.814:[0.989938;-3.1844;2.07855]]+[34.914:[1.0844;-3.16699;2.07964]]+[35.014:[1.17885;-3.14958;2.08074]]+[35.114:[1.27331;-3.13216;2.08183]]+[35.214:[1.36777;-3.11475;2.08292]]+[35.314:[1.46222;-3.09734;2.08402]]+[35.414:[1.55668;-3.07992;2.08511]]+[35.514:[1.65114;-3.06251;2.0862]]+[35.614:[1.7456;-3.0451;2.0873]]+],
34.82,1.01341,-3.17934,2.1557,0.991296,-3.18186,2.07946,0.950934,0.21731,0.040509,0.950934,0.215764,0.0480683,[[34.915:[1.08639;-3.16013;2.08351]]+[35.015:[1.18148;-3.1384;2.08756]]+[35.115:[1.27658;-3.11667;2.09161]]+[35.215:[1.37167;-3.09494;2.09566]]+[35.315:[1.46676;-3.0732;2.09971]]+[35.415:[1.56186;-3.05147;2.10376]]+[35.515:[1.65695;-3.02974;2.10781]]+[35.615:[1.75204;-3.00801;2.11187]]+[35.715:[1.84714;-2.98628;2.11592]]+],
34.92,1.10854,-3.15487,2.15911,1.09056,-3.15736,2.0823,0.958026,0.249572,0.0414455,0.958026,0.248811,0.0457948,[[35.019:[1.18636;-3.1324;2.08645]]+[35.119:[1.28216;-3.10744;2.09059]]+[35.219:[1.37796;-3.08249;2.09474]]+[35.319:[1.47377;-3.05753;2.09888]]+[35.419:[1.56957;-3.03257;2.10302]]+[35.519:[1.66537;-3.00761;2.10717]]+[35.619:[1.76117;-2.98266;2.11131]]+[35.719:[1.85698;-2.9577;2.11546]]+[35.819:[1.95278;-2.93274;2.1196]]+],
35.02,1.20433,-3.12783,2.16253,1.18191,-3.1327,2.08524,0.964873,0.266419,0.0350947,0.964873,0.266419,0.0350947,[[35.114:[1.2784;-3.10606;2.08875]]+[35.214:[1.37489;-3.07942;2.09226]]+[35.314:[1.47138;-3.05277;2.09577]]+[35.414:[1.56786;-3.02613;2.09928]]+[35.514:[1.66435;-2.99949;2.10279]]+[35.614:[1.76084;-2.97285;2.1063]]+[35.714:[1.85733;-2.94621;2.10981]]+[35.814:[1.95381;-2.91956;2.11332]]+[35.914:[2.0503;-2.89292;2.11683]]+],
35.12,1.29112,-3.10224,2.16466,1.27867,-3.1053,2.08761,0.969554,0.280033,0.0126783,0.969554,0.280033,0.0126783,[[35.214:[1.37562;-3.0773;2.08888]]+[35.314:[1.47258;-3.0493;2.09015]]+[35.414:[1.56953;-3.02129;2.09142]]+[35.514:[1.66649;-2.99329;2.09268]]+[35.614:[1.76344;-2.96529;2.09395]]+[35.714:[1.8604;-2.93728;2.09522]]+[35.814:[1.95735;-2.90928;2.09649]]+[35.914:[2.05431;-2.88128;2.09776]]+[36.014:[2.15126;-2.85327;2.09902]]+],
