Time;Objective;Position
1.019531;1.000000;0.000000
1.219727;1.000000;-0.087266
1.424805;1.000000;-0.104720
1.627930;1.000000;-0.104720
1.829590;1.000000;-0.087266
2.033203;1.000000;-0.034907
2.238770;1.000000;0.000000
2.442383;1.000000;0.017453
2.643555;1.000000;0.069813
2.849609;1.000000;0.122173
3.054688;1.000000;0.191986
3.258789;1.000000;0.261799
3.458984;1.000000;0.314159
3.663574;1.000000;0.383972
3.864746;1.000000;0.471239
4.074707;1.000000;0.541052
4.277344;1.000000;0.593412
4.479980;1.000000;0.680678
4.681641;1.000000;0.750492
4.883789;1.000000;0.802851
5.083984;1.000000;0.872665
5.284668;1.000000;0.942478
5.484863;1.000000;0.994838
5.689453;1.000000;1.064651
5.889648;1.000000;1.134464
6.093750;1.000000;1.204277
6.298828;1.000000;1.256637
6.499512;1.000000;1.326450
6.702637;1.000000;1.378810
6.904785;1.000000;1.431170
7.108887;1.000000;1.483530
7.314941;1.000000;1.535890
7.518555;1.000000;1.588250
7.723633;1.000000;1.623156
7.924316;1.000000;1.675516
8.125488;1.000000;1.710423
8.328613;1.000000;1.745329
8.529785;1.000000;1.780236
8.734375;1.000000;1.815142
8.938965;1.000000;1.832596
9.144531;1.000000;1.850049
9.344727;1.000000;1.884956
9.549805;1.000000;1.902409
9.752930;1.000000;1.902409
9.954590;1.000000;1.919862
10.154785;1.000000;1.919862
10.364746;1.000000;1.919862
10.566895;1.000000;1.919862
10.770508;1.000000;1.919862
10.974609;1.000000;1.919862
11.174805;1.000000;1.919862
11.376953;1.000000;1.902409
11.579590;1.000000;1.884956
11.779785;1.000000;1.850049
11.984863;1.000000;1.832596
12.185059;1.000000;1.815142
12.389648;1.000000;1.780236
12.591797;1.000000;1.762783
12.794434;1.000000;1.727876
12.994629;1.000000;1.692969
13.199707;1.000000;1.658063
13.399902;1.000000;1.623156
13.604492;1.000000;1.588250
13.804688;1.000000;1.553343
14.009766;1.000000;1.500983
14.209961;1.000000;1.466077
14.414551;1.000000;1.413717
14.614746;1.000000;1.378810
14.816406;1.000000;1.343904
15.020020;1.000000;1.291544
15.224609;1.000000;1.256637
15.434570;1.000000;1.204277
15.638672;1.000000;1.151917
15.839355;1.000000;1.117011
16.048828;1.000000;1.064651
16.253906;1.000000;1.029744
16.455078;1.000000;0.977384
16.659668;1.000000;0.942478
16.859863;1.000000;0.907571
17.063477;1.000000;0.855211
17.265137;1.000000;0.820305
17.468750;1.000000;0.785398
17.669922;1.000000;0.750492
17.874512;1.000000;0.715585
18.074707;1.000000;0.680678
18.279785;1.000000;0.645772
18.481934;1.000000;0.610865
18.684570;1.000000;0.593412
18.894531;1.000000;0.558505
19.094727;1.000000;0.541052
19.304688;1.000000;0.523599
19.508301;1.000000;0.506145
19.709961;1.000000;0.488692
19.913574;1.000000;0.471239
20.113770;1.000000;0.453786
20.314941;1.000000;0.436332
20.519531;1.000000;0.436332
20.719727;1.000000;0.418879
20.924805;1.000000;0.418879
21.125000;1.000000;0.418879
21.327637;1.000000;0.418879
21.533691;1.000000;0.418879
21.736816;1.000000;0.418879
21.937012;1.000000;0.436332
22.139648;1.000000;0.436332
22.339844;1.000000;0.453786
22.542480;1.000000;0.453786
22.752441;1.000000;0.471239
22.953613;1.000000;0.488692
23.158691;1.000000;0.488692
23.359863;1.000000;0.506145
23.564453;1.000000;0.541052
23.764648;1.000000;0.558505
23.969727;1.000000;0.575959
24.169922;1.000000;0.593412
24.373535;1.000000;0.628319
24.574707;1.000000;0.645772
24.774902;1.000000;0.663225
24.979492;1.000000;0.698132
25.179688;1.000000;0.715585
25.384766;1.000000;0.733038
25.589355;1.000000;0.767945
25.792969;1.000000;0.802851
25.994629;1.000000;0.820305
26.194824;1.000000;0.855211
26.395020;1.000000;0.890118
26.598633;1.000000;0.925025
26.803711;1.000000;0.942478
27.004883;1.000000;0.977384
27.205078;1.000000;1.012291
27.408691;1.000000;1.029744
27.609863;1.000000;1.064651
27.810547;1.000000;1.082104
28.014648;1.000000;1.117011
28.218750;1.000000;1.134464
28.419922;1.000000;1.169371
28.624512;1.000000;1.186824
28.824707;1.000000;1.204277
29.028809;1.000000;1.239184
29.229980;1.000000;1.256637
29.433594;1.000000;1.274090
29.633789;1.000000;1.291544
29.836426;1.000000;1.308997
30.040039;1.000000;1.326450
30.244629;1.000000;1.343904
30.444824;1.000000;1.361357
30.649414;1.000000;1.378810
30.854004;1.000000;1.378810
31.054688;1.000000;1.378810
31.254883;1.000000;1.396263
31.458496;1.000000;1.396263
31.659668;1.000000;1.396263
31.867676;1.000000;1.396263
32.069824;1.000000;1.396263
32.274902;1.000000;1.396263
32.479492;1.000000;1.396263
32.679688;1.000000;1.378810
32.879883;1.000000;1.378810
33.084473;1.000000;1.361357
33.284668;1.000000;1.361357
33.489746;1.000000;1.343904
33.689941;1.000000;1.343904
33.894531;1.000000;1.326450
34.094727;1.000000;1.308997
34.297852;1.000000;1.308997
34.499023;1.000000;1.291544
34.699707;1.000000;1.274090
34.899902;1.000000;1.256637
35.100098;1.000000;1.239184
35.304688;1.000000;1.221730
35.504883;1.000000;1.204277
35.708496;1.000000;1.186824
35.908691;1.000000;1.151917
36.109375;1.000000;1.134464
36.309570;1.000000;1.117011
36.514648;1.000000;1.099557
36.716797;1.000000;1.082104
36.923828;1.000000;1.064651
37.126953;1.000000;1.029744
37.329590;1.000000;1.012291
37.529785;1.000000;0.994838
37.734863;1.000000;0.977384
37.935059;1.000000;0.959931
38.139648;1.000000;0.942478
38.343262;1.000000;0.925025
38.543457;1.000000;0.907571
38.744629;1.000000;0.890118
38.949707;1.000000;0.872665
39.153320;1.000000;0.855211
39.354492;1.000000;0.837758
39.554688;1.000000;0.820305
39.759766;1.000000;0.802851
39.963867;1.000000;0.802851
40.166504;1.000000;0.785398
40.374512;1.000000;0.767945
40.574707;1.000000;0.767945
40.779785;1.000000;0.750492
40.984863;1.000000;0.750492
41.189453;1.000000;0.750492
41.394531;1.000000;0.733038
41.594727;1.000000;0.733038
41.794922;1.000000;0.733038
41.999512;1.000000;0.733038
42.204590;1.000000;0.733038
42.408691;1.000000;0.733038
42.609375;1.000000;0.733038
42.809570;1.000000;0.733038
43.012695;1.000000;0.733038
43.213379;1.000000;0.750492
43.415039;1.000000;0.750492
43.618652;1.000000;0.750492
43.824707;1.000000;0.767945
44.027832;1.000000;0.767945
44.229980;1.000000;0.785398
44.434570;1.000000;0.802851
44.638672;1.000000;0.802851
44.847656;1.000000;0.820305
45.049805;1.000000;0.837758
45.251953;1.000000;0.837758
45.454590;1.000000;0.855211
45.654785;1.000000;0.855211
45.858398;1.000000;0.872665
46.059570;1.000000;0.890118
46.260742;1.000000;0.907571
46.463867;1.000000;0.907571
46.664551;1.000000;0.925025
46.864746;1.000000;0.942478
47.064941;1.000000;0.942478
47.269531;1.000000;0.959931
47.469727;1.000000;0.977384
47.672363;1.000000;0.994838
47.874023;1.000000;0.994838
48.079590;1.000000;1.012291
48.283691;1.000000;1.029744
48.484863;1.000000;1.029744
48.689941;1.000000;1.047198
48.893555;1.000000;1.064651
49.094727;1.000000;1.064651
49.299805;1.000000;1.082104
49.503418;1.000000;1.099557
49.704590;1.000000;1.099557
49.904785;1.000000;1.099557
50.108887;1.000000;1.117011
50.310059;1.000000;1.134464
50.514648;1.000000;1.151917
50.714844;1.000000;1.151917
