Time;Objective;Position
0.760742;0.500000;0.000418
0.965332;0.500000;0.008363
1.165527;0.500000;0.047763
1.375488;0.500000;0.094656
1.580078;0.500000;0.138366
1.783691;0.500000;0.174821
1.985352;0.500000;0.205407
2.185547;0.500000;0.232723
2.395508;0.500000;0.254430
2.595703;0.500000;0.270984
2.800293;0.500000;0.289412
3.004883;0.500000;0.311560
3.210449;0.500000;0.335748
3.420410;0.500000;0.359028
3.620605;0.500000;0.381523
3.825195;0.500000;0.405878
4.030273;0.500000;0.431459
4.235352;0.500000;0.456948
4.440430;0.500000;0.477366
4.640625;0.500000;0.498437
4.845215;0.500000;0.521629
5.045410;0.500000;0.543322
5.251465;0.500000;0.567794
5.456543;0.500000;0.591728
5.660156;0.500000;0.615867
5.860352;0.500000;0.640329
6.065430;0.500000;0.665616
6.270020;0.500000;0.690274
6.475586;0.500000;0.713153
6.679199;0.500000;0.735288
6.880371;0.500000;0.754574
7.083984;0.500000;0.772166
7.287598;0.500000;0.788259
7.490234;0.500000;0.803894
7.690430;0.500000;0.819292
7.891113;0.500000;0.834047
8.095215;0.500000;0.848139
8.300293;0.500000;0.861415
8.500488;0.500000;0.872606
8.705078;0.500000;0.880602
8.905273;0.500000;0.884858
9.108398;0.500000;0.885166
9.317383;0.500000;0.885062
9.520508;0.500000;0.886801
9.720703;0.500000;0.888132
9.925293;0.500000;0.888243
10.128906;0.500000;0.885602
10.334473;0.500000;0.877881
10.560059;0.500000;0.866719
10.760254;0.500000;0.858206
10.960449;0.500000;0.846793
11.165527;0.500000;0.832801
11.370117;0.500000;0.817309
11.570312;0.500000;0.802537
11.770508;0.500000;0.788466
11.974121;0.500000;0.774888
12.175781;0.500000;0.759711
12.380371;0.500000;0.741948
12.588379;0.500000;0.723661
12.794434;0.500000;0.703861
12.995117;0.500000;0.682036
13.199707;0.500000;0.655802
13.400391;0.500000;0.626678
13.600586;0.500000;0.597002
13.801270;0.500000;0.570943
14.005371;0.500000;0.547631
14.208984;0.500000;0.522911
14.410645;0.500000;0.495677
14.614258;0.500000;0.468098
14.815430;0.500000;0.442256
15.020020;0.500000;0.416427
15.220215;0.500000;0.391453
15.425293;0.500000;0.366812
15.629395;0.500000;0.345354
15.835449;0.500000;0.327692
16.039062;0.500000;0.311020
16.245605;0.500000;0.293371
16.450195;0.500000;0.275473
16.650391;0.500000;0.257574
16.855469;0.500000;0.240464
17.055664;0.500000;0.227914
17.260254;0.500000;0.216627
17.462402;0.500000;0.203906
17.663086;0.500000;0.191242
17.864258;0.500000;0.179096
18.065918;0.500000;0.169271
18.267090;0.500000;0.160743
18.470215;0.500000;0.153267
18.670410;0.500000;0.147092
18.880371;0.500000;0.142655
19.080566;0.500000;0.137549
19.280762;0.500000;0.134501
19.485352;0.500000;0.131394
19.685547;0.500000;0.131400
19.890137;0.500000;0.135121
20.090332;0.500000;0.140986
20.294434;0.500000;0.149765
20.495605;0.500000;0.158236
20.699219;0.500000;0.166318
20.905273;0.500000;0.175398
21.105469;0.500000;0.185058
21.310059;0.500000;0.198531
21.510254;0.500000;0.213338
21.715332;0.500000;0.232118
21.915527;0.500000;0.252316
22.120117;0.500000;0.274853
22.320312;0.500000;0.296206
22.520508;0.500000;0.317179
22.725098;0.500000;0.340490
22.930176;0.500000;0.365057
23.130371;0.500000;0.388982
23.333984;0.500000;0.411016
23.540527;0.500000;0.432500
23.745117;0.500000;0.453917
23.945312;0.500000;0.475429
24.150391;0.500000;0.497345
24.354492;0.500000;0.519735
24.555176;0.500000;0.542027
24.755371;0.500000;0.567458
24.955566;0.500000;0.593993
25.166504;0.500000;0.618083
25.370117;0.500000;0.639399
25.570312;0.500000;0.659748
25.775391;0.500000;0.680386
25.979980;0.500000;0.700843
26.180176;0.500000;0.720641
26.385254;0.500000;0.740031
26.590332;0.500000;0.758893
26.795410;0.500000;0.777263
26.995605;0.500000;0.792340
27.199219;0.500000;0.805642
27.402344;0.500000;0.819767
27.603027;0.500000;0.835164
27.805176;0.500000;0.847924
28.005371;0.500000;0.856303
28.210449;0.500000;0.863028
28.414062;0.500000;0.868172
28.614258;0.500000;0.872365
28.814453;0.500000;0.876051
29.016113;0.500000;0.879238
29.220703;0.500000;0.879493
29.425293;0.500000;0.876004
29.625488;0.500000;0.871751
29.829102;0.500000;0.865123
30.030762;0.500000;0.857142
30.240234;0.500000;0.846453
30.455566;0.500000;0.832723
30.660156;0.500000;0.819252
30.872070;0.500000;0.804962
31.080078;0.500000;0.792573
31.280273;0.500000;0.780722
31.480469;0.500000;0.768384
31.685547;0.500000;0.750856
31.885742;0.500000;0.728372
32.090332;0.500000;0.705133
32.293945;0.500000;0.684143
32.495117;0.500000;0.664852
32.700195;0.500000;0.645168
32.905273;0.500000;0.624082
33.110352;0.500000;0.601179
33.310547;0.500000;0.578320
33.510742;0.500000;0.555286
33.719727;0.500000;0.532458
33.925293;0.500000;0.510164
34.125488;0.500000;0.486397
34.329102;0.500000;0.461523
34.530273;0.500000;0.437336
34.735352;0.500000;0.414772
34.935547;0.500000;0.392384
35.140137;0.500000;0.368879
35.345215;0.500000;0.345414
35.545410;0.500000;0.322401
35.750000;0.500000;0.301083
35.950195;0.500000;0.281390
36.150391;0.500000;0.259506
36.355469;0.500000;0.237925
36.556641;0.500000;0.218804
36.760254;0.500000;0.203809
36.960449;0.500000;0.189926
37.167480;0.500000;0.177282
37.370605;0.500000;0.163985
37.575195;0.500000;0.150248
37.780273;0.500000;0.138049
37.982422;0.500000;0.128357
38.185059;0.500000;0.119675
38.390625;0.500000;0.112323
38.595215;0.500000;0.107890
38.797363;0.500000;0.102508
39.000488;0.500000;0.099693
39.200684;0.500000;0.099752
39.405273;0.500000;0.103415
39.605469;0.500000;0.109848
39.810059;0.500000;0.119174
40.010254;0.500000;0.127968
40.214355;0.500000;0.136361
40.419434;0.500000;0.146521
40.624512;0.500000;0.159978
40.825684;0.500000;0.175871
41.029297;0.500000;0.191231
41.229492;0.500000;0.205244
41.430176;0.500000;0.219447
41.639160;0.500000;0.235467
41.839355;0.500000;0.249105
42.040527;0.500000;0.266731
42.245117;0.500000;0.291364
42.449219;0.500000;0.319279
42.650391;0.500000;0.346281
42.850586;0.500000;0.373894
43.055176;0.500000;0.404101
43.255371;0.500000;0.434748
43.460449;0.500000;0.464097
43.660645;0.500000;0.490362
43.865234;0.500000;0.516662
44.065430;0.500000;0.543220
44.270508;0.500000;0.568123
44.474609;0.500000;0.590472
44.675293;0.500000;0.611883
44.875488;0.500000;0.632962
45.080078;0.500000;0.652852
45.290039;0.500000;0.672730
45.495605;0.500000;0.693729
45.699219;0.500000;0.713799
45.899414;0.500000;0.733069
46.120117;0.500000;0.753303
46.325195;0.500000;0.768669
46.529297;0.500000;0.782399
46.730469;0.500000;0.797396
46.933105;0.500000;0.812312
47.135254;0.500000;0.822840
47.340332;0.500000;0.831928
47.540527;0.500000;0.840826
47.745117;0.500000;0.847735
47.950684;0.500000;0.852551
48.154297;0.500000;0.858367
48.355469;0.500000;0.862248
48.559082;0.500000;0.862478
48.760742;0.500000;0.861077
48.964355;0.500000;0.858660
49.164551;0.500000;0.855061
49.365234;0.500000;0.851819
49.570312;0.500000;0.847376
49.780273;0.500000;0.841700
49.985352;0.500000;0.833556
50.185547;0.500000;0.823450
50.390137;0.500000;0.812484
50.590332;0.500000;0.800706
50.790527;0.500000;0.789183
50.993164;0.500000;0.777127
51.195801;0.500000;0.763699
51.405273;0.500000;0.748836
